Office,Name,State,District,Party,Signature_Status,Phone,Notes
U.S. House,Mike Ezell,MS,04,R,NOT_SIGNED,202-225-5772,
U.S. House,Wesley Bell,MO,01,D,PRESUMED_SIGNED,202-225-2406,Freshman - defeated Bush
U.S. House,Ann Wagner,MO,02,R,NOT_SIGNED,202-225-1621,GOP woman
U.S. House,Bob Onder,MO,03,R,NOT_SIGNED,202-225-2956,Freshman
U.S. House,Mark Alford,MO,04,R,NOT_SIGNED,202-225-2876,
U.S. House,Emanuel Cleaver,MO,05,D,PRESUMED_SIGNED,202-225-4535,
U.S. House,Sam Graves,MO,06,R,NOT_SIGNED,202-225-7041,Transportation Chair
U.S. House,Eric Burlison,MO,07,R,NOT_SIGNED,202-225-6536,
U.S. House,Jason Smith,MO,08,R,NOT_SIGNED,202-225-4404,Ways & Means Chair
U.S. House,Ryan K. Zinke,MT,01,R,NOT_SIGNED,202-225-3211,Former Interior Secretary
U.S. House,Troy Downing,MT,02,R,NOT_SIGNED,202-225-1313,Freshman
U.S. House,Mike Flood,NE,01,R,NOT_SIGNED,202-225-4806,
U.S. House,Don Bacon,NE,02,R,NOT_SIGNED,202-225-4155,Moderate - Biden district
U.S. House,Adrian Smith,NE,03,R,NOT_SIGNED,202-225-6435,
U.S. House,Dina Titus,NV,01,D,PRESUMED_SIGNED,202-225-5965,
U.S. House,Mark Amodei,NV,02,R,NOT_SIGNED,202-225-6155,
U.S. House,Susie Lee,NV,03,D,PRESUMED_SIGNED,202-225-3252,
U.S. House,Steven Horsford,NV,04,D,PRESUMED_SIGNED,202-225-9894,CBC Chair
U.S. House,Chris Pappas,NH,01,D,PRESUMED_SIGNED,202-225-5456,
U.S. House,Maggie Goodlander,NH,02,D,PRESUMED_SIGNED,202-225-5206,Freshman - Jake Sullivan's wife
U.S. House,Donald Norcross,NJ,01,D,PRESUMED_SIGNED,202-225-6501,
U.S. House,Jeff Van Drew,NJ,02,R,NOT_SIGNED,202-225-6572,CO-SPONSORED but won't sign!
U.S. House,Herbert C. Conaway Jr.,NJ,03,D,PRESUMED_SIGNED,202-225-4765,Freshman
U.S. House,Chris Smith,NJ,04,R,NOT_SIGNED,202-225-3765,
U.S. House,Josh Gottheimer,NJ,05,D,PRESUMED_SIGNED,202-225-4465,Problem Solvers co-chair
U.S. House,Frank Pallone Jr.,NJ,06,D,PRESUMED_SIGNED,202-225-4671,
U.S. House,Thomas Kean Jr.,NJ,07,R,NOT_SIGNED,202-225-5361,Moderate
U.S. House,Robert Menendez Jr.,NJ,08,D,SIGNED,202-225-7919,Signed Sept 2 despite father's issues
U.S. House,Nellie Pou,NJ,09,D,PRESUMED_SIGNED,202-225-5751,Freshman - replaced Pascrell
U.S. House,LaMonica McIver,NJ,10,D,PRESUMED_SIGNED,202-225-3436,Freshman - replaced Payne
U.S. House,Mikie Sherrill,NJ,11,D,PRESUMED_SIGNED,202-225-5034,Running for governor
U.S. House,Bonnie Watson Coleman,NJ,12,D,PRESUMED_SIGNED,202-225-5801,
U.S. House,Melanie Ann Stansbury,NM,01,D,PRESUMED_SIGNED,202-225-6316,
U.S. House,Gabriel Vasquez,NM,02,D,PRESUMED_SIGNED,202-225-2365,
U.S. House,Teresa Leger Fernandez,NM,03,D,PRESUMED_SIGNED,202-225-6190,
U.S. House,Nicholas J. LaLota,NY,01,R,NOT_SIGNED,202-225-3826,
U.S. House,Andrew Garbarino,NY,02,R,NOT_SIGNED,202-225-7896,
U.S. House,Tom Suozzi,NY,03,D,PRESUMED_SIGNED,202-225-3335,Returned - replaced Santos
U.S. House,Laura Gillen,NY,04,D,PRESUMED_SIGNED,202-225-5516,Freshman - defeated D'Esposito
U.S. House,Gregory W. Meeks,NY,05,D,PRESUMED_SIGNED,202-225-3461,
U.S. House,Grace Meng,NY,06,D,PRESUMED_SIGNED,202-225-2601,
U.S. House,Nydia Velazquez,NY,07,D,PRESUMED_SIGNED,202-225-2361,
U.S. House,Hakeem Jeffries,NY,08,D,PRESUMED_SIGNED,202-225-5936,Democratic Leader
U.S. House,Yvette D. Clarke,NY,09,D,PRESUMED_SIGNED,202-225-6231,
U.S. House,Daniel Goldman,NY,10,D,PRESUMED_SIGNED,202-225-7944,
U.S. House,Nicole Malliotakis,NY,11,R,NOT_SIGNED,202-225-3371,GOP woman - Staten Island
U.S. House,Jerrold Nadler,NY,12,D,PRESUMED_SIGNED,202-225-5635,Judiciary Ranking
U.S. House,Adriano Espaillat,NY,13,D,PRESUMED_SIGNED,202-225-4365,
U.S. House,Alexandria Ocasio-Cortez,NY,14,D,PRESUMED_SIGNED,202-225-3965,Squad leader
U.S. House,Ritchie Torres,NY,15,D,PRESUMED_SIGNED,202-225-4361,
U.S. House,George Latimer,NY,16,D,PRESUMED_SIGNED,202-225-2464,Freshman - defeated Bowman
U.S. House,Michael Lawler,NY,17,R,NOT_SIGNED,202-225-6506,Moderate
U.S. House,Pat Ryan,NY,18,D,PRESUMED_SIGNED,202-225-5614,
U.S. House,Josh Riley,NY,19,D,PRESUMED_SIGNED,202-225-5441,Freshman - defeated Molinaro
U.S. House,Paul Tonko,NY,20,D,PRESUMED_SIGNED,202-225-5076,
U.S. House,Elise Stefanik,NY,21,R,NOT_SIGNED,202-225-4611,GOP woman - Conference Chair
U.S. House,John Mannion,NY,22,D,PRESUMED_SIGNED,202-225-3701,Freshman - defeated Williams
U.S. House,Nick Langworthy,NY,23,R,NOT_SIGNED,202-225-3161,
U.S. House,Claudia Tenney,NY,24,R,NOT_SIGNED,202-225-3665,GOP woman
U.S. House,Joseph Morelle,NY,25,D,PRESUMED_SIGNED,202-225-3615,
U.S. House,Timothy M. Kennedy,NY,26,D,PRESUMED_SIGNED,202-225-5265,Replaced Higgins
U.S. House,Eleanor Holmes Norton,DC,AL,D,PRESUMED_SIGNED,202-225-8050,Non-voting delegate
U.S. House,Donald Davis,NC,01,D,SIGNED,202-225-3101,Signed Sept 2
U.S. House,Deborah Ross,NC,02,D,PRESUMED_SIGNED,202-225-3032,
U.S. House,Gregory Murphy,NC,03,R,NOT_SIGNED,202-225-3415,Doctor
U.S. House,Valerie Foushee,NC,04,D,PRESUMED_SIGNED,202-225-1784,
U.S. House,Virginia Foxx,NC,05,R,NOT_SIGNED,202-225-2071,GOP woman - Rules Chair
U.S. House,Addison McDowell,NC,06,R,NOT_SIGNED,202-225-3715,Freshman
U.S. House,David Rouzer,NC,07,R,NOT_SIGNED,202-225-2731,
U.S. House,Mark Harris,NC,08,R,NOT_SIGNED,202-225-3176,Finally won after 2018 scandal
U.S. House,Richard Hudson,NC,09,R,NOT_SIGNED,202-225-3715,NRCC Chair
U.S. House,Pat Harrigan,NC,10,R,NOT_SIGNED,202-225-2576,Freshman
U.S. House,Chuck Edwards,NC,11,R,NOT_SIGNED,202-225-6401,Defeated Cawthorn
U.S. House,Alma Adams,NC,12,D,PRESUMED_SIGNED,202-225-1510,
U.S. House,Brad Knott,NC,13,R,NOT_SIGNED,202-225-2071,Freshman
U.S. House,Timothy K. Moore,NC,14,R,NOT_SIGNED,202-225-5735,Freshman - former Speaker
U.S. House,Julie Fedorchak,ND,AL,R,NOT_SIGNED,202-225-2611,GOP woman - First woman from ND
U.S. House,Kimberlyn King-Hinds,MP,AL,R,NOT_SIGNED,202-225-2646,Non-voting delegate
U.S. House,Greg Landsman,OH,01,D,PRESUMED_SIGNED,202-225-2216,
U.S. House,David Taylor,OH,02,R,NOT_SIGNED,202-225-5705,Freshman - defeated Whaley
U.S. House,Joyce Beatty,OH,03,D,PRESUMED_SIGNED,202-225-4324,Former CBC Chair
U.S. House,Jim Jordan,OH,04,R,NOT_SIGNED,202-225-2676,Judiciary Chair
U.S. House,Bob Latta,OH,05,R,NOT_SIGNED,202-225-6405,
U.S. House,Michael Rulli,OH,06,R,NOT_SIGNED,202-225-5261,Special election winner
U.S. House,Max Miller,OH,07,R,NOT_SIGNED,202-225-3876,Trump aide
U.S. House,Warren Davidson,OH,08,R,NOT_SIGNED,202-225-6205,
U.S. House,Marcy Kaptur,OH,09,D,PRESUMED_SIGNED,202-225-4146,Dean of women
U.S. House,Michael Turner,OH,10,R,NOT_SIGNED,202-225-6465,Intel Chair
U.S. House,Shontel Brown,OH,11,D,PRESUMED_SIGNED,202-225-7032,
U.S. House,Troy Balderson,OH,12,R,NOT_SIGNED,202-225-5355,
U.S. House,Emilia Sykes,OH,13,D,PRESUMED_SIGNED,202-225-5231,
U.S. House,David Joyce,OH,14,R,NOT_SIGNED,202-225-5731,Appropriations
U.S. House,Mike Carey,OH,15,R,NOT_SIGNED,202-225-2015,
U.S. House,Kevin Hern,OK,01,R,NOT_SIGNED,202-225-2211,RSC Chair
U.S. House,Josh Brecheen,OK,02,R,NOT_SIGNED,202-225-2701,
U.S. House,Frank Lucas,OK,03,R,NOT_SIGNED,202-225-5565,Science Chair
U.S. House,Tom Cole,OK,04,R,NOT_SIGNED,202-225-6165,Appropriations Chair
U.S. House,Stephanie Bice,OK,05,R,NOT_SIGNED,202-225-2132,GOP woman
U.S. House,Suzanne Bonamici,OR,01,D,PRESUMED_SIGNED,202-225-0855,
U.S. House,Cliff Bentz,OR,02,R,NOT_SIGNED,202-225-6730,
U.S. House,Maxine Dexter,OR,03,D,PRESUMED_SIGNED,202-225-5711,Freshman - replaced Blumenauer
U.S. House,Val Hoyle,OR,04,D,PRESUMED_SIGNED,202-225-6416,
U.S. House,Janelle Bynum,OR,05,D,PRESUMED_SIGNED,202-225-5711,Freshman - defeated Chavez-DeRemer
U.S. House,Andrea Salinas,OR,06,D,PRESUMED_SIGNED,202-225-5643,
U.S. House,Brian Fitzpatrick,PA,01,R,NOT_SIGNED,202-225-4276,Most bipartisan Republican
U.S. House,Brendan Boyle,PA,02,D,PRESUMED_SIGNED,202-225-6111,
U.S. House,Dwight Evans,PA,03,D,PRESUMED_SIGNED,202-225-4001,
U.S. House,Madeleine Dean,PA,04,D,PRESUMED_SIGNED,202-225-4731,
U.S. House,Mary Gay Scanlon,PA,05,D,PRESUMED_SIGNED,202-225-2011,
U.S. House,Chrissy Houlahan,PA,06,D,PRESUMED_SIGNED,202-225-4315,
U.S. House,Ryan Mackenzie,PA,07,R,NOT_SIGNED,202-225-6411,Freshman - defeated Wild
U.S. House,Rob Bresnahan Jr.,PA,08,R,NOT_SIGNED,202-225-6511,Freshman - defeated Cartwright
U.S. House,Dan Meuser,PA,09,R,NOT_SIGNED,202-225-6511,
U.S. House,Scott Perry,PA,10,R,NOT_SIGNED,202-225-5836,Freedom Caucus Chair
U.S. House,Lloyd Smucker,PA,11,R,NOT_SIGNED,202-225-2411,
U.S. House,Summer Lee,PA,12,D,PRESUMED_SIGNED,202-225-2135,Progressive
U.S. House,John Joyce,PA,13,R,NOT_SIGNED,202-225-2431,
U.S. House,Guy Reschenthaler,PA,14,R,NOT_SIGNED,202-225-2065,Chief Deputy Whip
U.S. House,Glenn Thompson,PA,15,R,NOT_SIGNED,202-225-5121,Agriculture Chair
U.S. House,Mike Kelly,PA,16,R,NOT_SIGNED,202-225-5406,
U.S. House,Chris Deluzio,PA,17,D,PRESUMED_SIGNED,202-225-2301,
U.S. House,Gabe Amo,RI,01,D,PRESUMED_SIGNED,202-225-4911,
U.S. House,Seth Magaziner,RI,02,D,PRESUMED_SIGNED,202-225-2735,
U.S. House,Nancy Mace,SC,01,R,SIGNED,202-225-3176,Signed Sept 2
U.S. House,Joe Wilson,SC,02,R,NOT_SIGNED,202-225-2452,"You lie!" guy
U.S. House,Sheri Biggs,SC,03,R,NOT_SIGNED,202-225-5301,GOP woman - Nurse practitioner
U.S. House,William Timmons,SC,04,R,NOT_SIGNED,202-225-6030,
U.S. House,Ralph Norman,SC,05,R,NOT_SIGNED,202-225-5501,
U.S. House,James Clyburn,SC,06,D,PRESUMED_SIGNED,202-225-3315,Assistant Democratic Leader
U.S. House,Russell Fry,SC,07,R,NOT_SIGNED,202-225-9895,
U.S. House,Dusty Johnson,SD,AL,R,NOT_SIGNED,202-225-2801,
U.S. House,Diana Harshbarger,TN,01,R,NOT_SIGNED,202-225-6356,GOP woman - Pharmacist
U.S. House,Tim Burchett,TN,02,R,NOT_SIGNED,202-225-5435,
U.S. House,Charles J. Fleischmann,TN,03,R,NOT_SIGNED,202-225-3271,
U.S. House,Scott DesJarlais,TN,04,R,NOT_SIGNED,202-225-6831,
U.S. House,Andy Ogles,TN,05,R,NOT_SIGNED,202-225-4311,
U.S. House,John Rose,TN,06,R,NOT_SIGNED,202-225-4231,
U.S. House,Vacant,TN,07,,,,,
U.S. House,David Kustoff,TN,08,R,NOT_SIGNED,202-225-4714,
U.S. House,Steve Cohen,TN,09,D,PRESUMED_SIGNED,202-225-3265,
U.S. House,Nathaniel Moran,TX,01,R,NOT_SIGNED,202-225-3035,
U.S. House,Daniel Crenshaw,TX,02,R,NOT_SIGNED,202-225-6565,Navy SEAL
U.S. House,Keith Self,TX,03,R,NOT_SIGNED,202-225-4201,
U.S. House,Pat Fallon,TX,04,R,NOT_SIGNED,202-225-6673,
U.S. House,Lance Gooden,TX,05,R,NOT_SIGNED,202-225-3484,
U.S. House,Jake Ellzey,TX,06,R,NOT_SIGNED,202-225-2002,Won special election
U.S. House,Lizzie Pannill Fletcher,TX,07,D,PRESUMED_SIGNED,202-225-2571,
U.S. House,Morgan Luttrell,TX,08,R,NOT_SIGNED,202-225-4901,Navy SEAL twin
U.S. House,Al Green,TX,09,D,PRESUMED_SIGNED,202-225-7508,
U.S. House,Michael McCaul,TX,10,R,NOT_SIGNED,202-225-2401,Foreign Affairs Chair
U.S. House,August Pfluger,TX,11,R,NOT_SIGNED,202-225-3605,
U.S. House,Craig Goldman,TX,12,R,NOT_SIGNED,202-225-5071,Freshman - replaced Granger
U.S. House,Ronny L. Jackson,TX,13,R,NOT_SIGNED,202-225-3706,Trump's doctor
U.S. House,Randy Weber,TX,14,R,NOT_SIGNED,202-225-2831,
U.S. House,Monica De La Cruz,TX,15,R,NOT_SIGNED,202-225-9901,GOP woman
U.S. House,Veronica Escobar,TX,16,D,PRESUMED_SIGNED,202-225-4831,
U.S. House,Pete Sessions,TX,17,R,NOT_SIGNED,202-225-2231,Former NRCC Chair
U.S. House,Vacant,TX,18,,,,,Sheila Jackson Lee died
U.S. House,Jodey Arrington,TX,19,R,NOT_SIGNED,202-225-4005,Budget Chair
U.S. House,Joaquin Castro,TX,20,D,PRESUMED_SIGNED,202-225-3236,Julian's twin
U.S. House,Chip Roy,TX,21,R,NOT_SIGNED,202-225-4236,Freedom Caucus
U.S. House,Troy Nehls,TX,22,R,NOT_SIGNED,202-225-5951,
U.S. House,Tony Gonzales,TX,23,R,NOT_SIGNED,202-225-4511,Border moderate
U.S. House,Beth Van Duyne,TX,24,R,NOT_SIGNED,202-225-6605,GOP woman - Former mayor
U.S. House,Roger Williams,TX,25,R,NOT_SIGNED,202-225-9896,
U.S. House,Brandon Gill,TX,26,R,NOT_SIGNED,202-225-5071,Freshman
U.S. House,Michael Cloud,TX,27,R,NOT_SIGNED,202-225-7742,
U.S. House,Henry Cuellar,TX,28,D,SIGNED,202-225-1640,Signed Sept 3 despite indictment
U.S. House,Sylvia Garcia,TX,29,D,PRESUMED_SIGNED,202-225-1688,
U.S. House,Jasmine Crockett,TX,30,D,PRESUMED_SIGNED,202-225-8885,Rising star
U.S. House,John Carter,TX,31,R,NOT_SIGNED,202-225-3864,
U.S. House,Julie Johnson,TX,32,D,PRESUMED_SIGNED,202-225-2231,Freshman - First LGBTQ from South
U.S. House,Marc Veasey,TX,33,D,PRESUMED_SIGNED,202-225-9897,
U.S. House,Vicente Gonzalez Jr.,TX,34,D,PRESUMED_SIGNED,202-225-2531,
U.S. House,Greg Casar,TX,35,D,PRESUMED_SIGNED,202-225-1640,Progressive
U.S. House,Brian Babin,TX,36,R,NOT_SIGNED,202-225-1555,
U.S. House,Lloyd Doggett,TX,37,D,PRESUMED_SIGNED,202-225-4865,
U.S. House,Wesley Hunt,TX,38,R,NOT_SIGNED,202-225-5866,West Point grad
U.S. House,Blake Moore,UT,01,R,NOT_SIGNED,202-225-0453,GOP Vice Conference Chair
U.S. House,Celeste Maloy,UT,02,R,NOT_SIGNED,202-225-3011,GOP woman
U.S. House,Mike Kennedy,UT,03,R,NOT_SIGNED,202-225-3751,Freshman - Doctor
U.S. House,Burgess Owens,UT,04,R,NOT_SIGNED,202-225-3011,Former NFL player
U.S. House,Becca Balint,VT,AL,D,PRESUMED_SIGNED,202-225-4115,First woman from VT
U.S. House,Stacey Plaskett,VI,AL,D,PRESUMED_SIGNED,202-225-1790,Non-voting delegate
U.S. House,Robert J. Wittman,VA,01,R,NOT_SIGNED,202-225-4261,
U.S. House,Jennifer Kiggans,VA,02,R,NOT_SIGNED,202-225-4215,GOP woman - Oversight Chair
U.S. House,Robert C. Scott,VA,03,D,PRESUMED_SIGNED,202-225-8351,
U.S. House,Jennifer McClellan,VA,04,D,PRESUMED_SIGNED,202-225-8351,
U.S. House,John McGuire,VA,05,R,NOT_SIGNED,202-225-4711,Freshman - defeated Good
U.S. House,Benjamin Lee Cline,VA,06,R,NOT_SIGNED,202-225-5431,
U.S. House,Eugene Vindman,VA,07,D,PRESUMED_SIGNED,202-225-2815,Freshman - Vindman twin
U.S. House,Donald Sternoff Beyer Jr.,VA,08,D,PRESUMED_SIGNED,202-225-1492,
U.S. House,H. Morgan Griffith,VA,09,R,NOT_SIGNED,202-225-3861,
U.S. House,Suhas Subramanyam,VA,10,D,PRESUMED_SIGNED,202-225-1492,Freshman - Indian-American
U.S. House,Vacant,VA,11,,,,,Connolly running for Oversight Ranking
U.S. House,Suzan DelBene,WA,01,D,PRESUMED_SIGNED,202-225-6311,DCCC Chair
U.S. House,Rick Larsen,WA,02,D,PRESUMED_SIGNED,202-225-2605,
U.S. House,Marie Gluesenkamp Pérez,WA,03,D,SIGNED,202-225-3536,Signed Sept 2
U.S. House,Dan Newhouse,WA,04,R,NOT_SIGNED,202-225-5816,Impeached Trump
U.S. House,Michael Baumgartner,WA,05,R,NOT_SIGNED,202-225-2006,Freshman
U.S. House,Emily Randall,WA,06,D,PRESUMED_SIGNED,202-225-5916,Freshman - Latina queer
U.S. House,Pramila Jayapal,WA,07,D,PRESUMED_SIGNED,202-225-3106,Progressive Caucus Chair
U.S. House,Kim Schrier,WA,08,D,PRESUMED_SIGNED,202-225-7761,Only female doctor in Congress
U.S. House,D. Adam Smith,WA,09,D,PRESUMED_SIGNED,202-225-8901,Armed Services Ranking
U.S. House,Marilyn Strickland,WA,10,D,PRESUMED_SIGNED,202-225-9740,
U.S. House,Carol Miller,WV,01,R,NOT_SIGNED,202-225-3452,GOP woman
U.S. House,Riley Moore,WV,02,R,NOT_SIGNED,202-225-4172,Freshman - State Treasurer
U.S. House,Bryan Steil,WI,01,R,NOT_SIGNED,202-225-3031,Admin Committee Chair
U.S. House,Mark Pocan,WI,02,D,PRESUMED_SIGNED,202-225-2906,
U.S. House,Derrick Van Orden,WI,03,R,NOT_SIGNED,202-225-5506,January 6 attendee
U.S. House,Gwen Moore,WI,04,D,PRESUMED_SIGNED,202-225-4572,
U.S. House,Scott Fitzgerald,WI,05,R,NOT_SIGNED,202-225-5101,
U.S. House,Glenn Grothman,WI,06,R,NOT_SIGNED,202-225-2476,
U.S. House,Tom Tiffany,WI,07,R,NOT_SIGNED,202-225-3365,
U.S. House,Tony Wied,WI,08,R,NOT_SIGNED,202-225-5665,Freshman
U.S. House,Harriet Hageman,WY,AL,R,NOT_SIGNED,202-225-2311,GOP woman - Defeated Liz Cheney